pctg_inter_dep_cha,src_trgt_co_changed_nbr,dev_in_src_change_nbr,rev_in_src_change_nbr,num_shrd_desc_tkns,num_shrd_file_tkns,has_feature_addition_target,deletions_target,cross_project_changes_target,insertions_target,num_file_types_target,is_preventive_target,last_mth_cro_proj_nbr_target,project_changes_owner_target,is_refactoring_target,is_merge_target,num_directory_files_target,is_corrective_target,description_length_target,num_file_changes_target,project_age_target,is_non_functional_target,last_mth_dep_proj_nbr_target,ratio_dep_chan_owner_target,projects_contributed_owner_target,pctg_cross_project_changes_target,pctg_cross_project_changes_owner_target,has_feature_addition_source,deletions_source,insertions_source,num_file_types_source,is_preventive_source,last_mth_cro_proj_nbr_source,project_changes_owner_source,is_refactoring_source,cross_project_changes_owner_source,whole_within_project_changes_source,is_merge_source,num_directory_files_source,is_corrective_source,description_length_source,num_file_changes_source,project_age_source,is_non_functional_source,last_mth_dep_proj_nbr_source,ratio_dep_chan_owner_source,projects_contributed_owner_source,pctg_cross_project_changes_source,pctg_cross_project_changes_owner_source,desc_sim,subject_sim,add_lines_sim,del_lines_sim,pred,impact,fold,whole_changes_owner_target,whole_changes_owner_source,cross_project_changes_source
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,2.0238841812353794,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,1,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.27,0.1250000000000001,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,16.30807529313702,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,138.9356084144493,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.26,0.08333333333333341,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,1,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.26,0.08333333333333341,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,1,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,9.51645643160301,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.26,0.08333333333333341,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,1,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.29,0.2083333333333333,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,816.645722996042,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,579.6812650258053,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.26,0.08333333333333341,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,1135.5382631871487,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.23,-0.04166666666666659,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,1,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,11.479586842998168,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,66.07947209211139,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.22,-0.0833333333333333,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,52.29875894059494,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.21,-0.125,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.6065123664404708,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.27,0.1250000000000001,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.4656870851527974,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.26,0.08333333333333341,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,1,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.18,-0.25,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,472.0583742549054,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.3,0.25,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,262.97608162295353,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.23,-0.04166666666666659,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.9132058519534443,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,1,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,15.481654575147465,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.24,0.0,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,143.00840309716597,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,1,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,4.3287655686759425,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,3461.99082598908,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.19,-0.2083333333333333,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,1,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.28,0.16666666666666682,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,12.731645428160137,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,1,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.18,-0.25,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,1066.9185053297902,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.29,0.2083333333333333,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,606.3889885565791,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,1123.6536953778736,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.23,-0.04166666666666659,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,1,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.24,0.0,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,11.944894555208258,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.25,0.041666666666666706,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,65.22595968451947,20.0,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.23,-0.04166666666666659,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,52.31742925609836,0.4864864864864865,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.23,-0.04166666666666659,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.6169407395493733,0.1967741935483871,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.22,-0.0833333333333333,1,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,3.0,33.33333333333333,20.0,0.4864864864864865,0.4398252088697855,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0.26,0.08333333333333341,1,,,
